0.7412494027	있다
0.6946316446	그
0.6873849532	수
0.6010640440	있는
0.5378720763	이
0.4348505290	것이다
0.3487340050	한
0.2880288974	한다
0.2727090272	및
0.2606512400	대한
0.2374253812	것이
0.2341279077	것은
0.2179009474	하는
0.2163944435	할
0.2149460765	그러나
0.2077868228	우리
0.1960111018	때
0.1928365146	등
0.1905854962	또
0.1797866131	같은
0.1791082312	것으로
0.1681356348	것을
0.1669901461	하고
0.1647324981	있었다
0.1544806964	그리고
0.1363316730	없는
0.1362653991	위한
0.1351238027	했다
0.1344222643	따라
0.1329235960	것
0.1326984236	위해
0.1216644620	본
0.1195260359	나는
0.1191014305	다른
0.1171068469	더
0.1169068466	없다
0.1160940954	가장
0.1104057458	두
0.1095648791	때문에
0.1039057298	그는
0.1038341383	아니라
0.1028400847	많은
0.1017430119	큰
0.0962237727	어떤
0.0961207262	다시
0.0953998084	또한
0.0950844341	잘
0.0916388629	있을
0.0908937850	그런
0.0901515541	된다
0.0895518896	이러한
0.0887792870	함께
0.0887143891	모든
0.0882975293	또는
0.0872630209	이를
0.0856041153	이런
0.0841034617	여러
0.0832802526	지난
0.0828833527	경우
0.0827237634	특히
0.0822886260	모두
0.0822181818	어느
0.0821043349	그의
0.0801580870	않고
0.0773536037	바로
0.0770784431	하여
0.0747670420	될
0.0733582327	가지
0.0729190530	많이
0.0722711876	등을
0.0716480383	따라서
0.0712649330	새로운
0.0710330922	대해
0.0704389011	있고
0.0700928284	우리는
0.0695088498	관한
0.0694927730	있어
0.0691207295	때문이다
0.0691111737	것도
0.0690227478	있다는
0.0689690972	있으며
0.0677428461	데
0.0675501366	내
0.0666620975	등의
0.0665652053	어떻게
0.0656816058	통해
0.0639109224	크게
0.0637313140	안
0.0634141903	되어
0.0628189742	사람이
0.0626590695	되는
0.0625283694	다
0.0622702699	의한
0.0620127872	위하여
0.0615986737	된
0.0611457390	내가
0.0608282792	이렇게
0.0607763613	볼
0.0601744486	그것은
0.0599297165	보면
0.0586044445	보고
0.0584121222	물론
0.0578862207	이에
0.0573008311	등이
0.0569778159	없이
0.0569118104	이미
0.0564809834	같이
0.0563852303	의해
0.0562019897	각
0.0560338758	않는
0.0552242082	후
0.0550518282	하였다
0.0549707776	그래서
0.0549060513	아니다
0.0545469932	온
0.0542425128	말을
0.0537456651	일이
0.0536749558	않은
0.0533279583	연구
0.0533232383	동안
0.0529579146	말했다
0.0527276719	몇
0.0527126104	우리의
0.0519375905	되었다
0.0507763039	같다
0.0501245397	현재
0.0498338241	더욱
0.0485201167	있다고
0.0481310790	곧
0.0477729140	없었다
0.0476521618	그렇게
0.0475991064	다음
0.0474630192	좋은
0.0474426707	수가
0.0465952343	개발
0.0461068787	않았다
0.0458629868	속에
0.0458337993	이번
0.0457621920	한편
0.0456631751	자신의
0.0456530240	가운데
0.0453365655	일본
0.0453126642	중
0.0451820352	즉
0.0450477984	매우
0.0450285651	알
0.0448489650	게
0.0448239692	한국
0.0447770956	중요한
0.0447716702	일을
0.0447214935	되고
0.0445799535	수도
0.0445567641	우리가
0.0444734604	그런데
0.0443798625	따른
0.0441902098	국내
0.0439968170	들어
0.0437263924	높은
0.0437085465	하지만
0.0437055693	지금
0.0436376584	서로
0.0433810160	있는데
0.0433455853	가지고
0.0429908425	거의
0.0428651215	않을
0.0420030310	이제
0.0418586924	뒤
0.0414048255	보다
0.0409913564	최근
0.0408178607	하면
0.0398416641	하지
0.0393484825	못
0.0393417882	자기
0.0392467436	줄
0.0391208236	미국
0.0390099119	사람은
0.0389878156	영향을
0.0389655041	결과
0.0386862213	제
0.0386622500	이들
0.0385489563	하며
0.0384291951	서울
0.0380126077	먼저
0.0378088721	왜
0.0376578379	이용하여
0.0372005424	무슨
0.0370633705	그가
0.0369424718	속에서
0.0368797923	나라
0.0366622743	대하여
0.0363181594	않는다
0.0362338792	해
0.0361579518	사람들이
0.0359415264	하나
0.0356664712	있어서
0.0355880609	컴퓨터
0.0354665233	오는
0.0354244136	주는
0.0353272642	있던
0.0351606348	갖고
0.0349589438	필요한
0.0348558619	밝혔다
0.0348490443	약
0.0348470757	앞으로
0.0340579275	역시
0.0338628043	너무
0.0337454463	각각
0.0336364448	이와
0.0335964040	전
0.0335111299	해서
0.0334512435	만들어
0.0333636397	것이었다
0.0331135734	그것이
0.0331102552	그것을
0.0330502908	보자
0.0329641035	봅시다
0.0328993761	한다는
0.0327951239	사람의
0.0327421209	이는
0.0326531856	세계
0.0325556300	못하고
0.0324151952	채
0.0323464442	해도
0.0322007158	등에
0.0321236121	아닌
0.0320004068	때는
0.0317314026	있게
0.0314131093	얼마나
0.0312960839	두고
0.0312251650	알고
0.0310985058	있도록
0.0310898229	다음과
0.0310624064	일
0.0310371932	사람들은
0.0309889188	하나의
0.0309196935	각종
0.0309080378	가는
0.0308622189	작은
0.0307842749	세
0.0305344908	말이
0.0305083036	오히려
0.0302882121	주로
0.0301913077	따르면
0.0301183198	위해서는
0.0300164844	좀
0.0300102144	관련
0.0299839238	나라의
0.0299422099	가진
0.0298874790	이용한
0.0298554646	이것은
0.0298396406	말
0.0298068978	동시에
0.0296332179	사는
0.0294375621	이날
0.0293611228	통하여
0.0290875784	직접
0.0290366217	왔다
0.0287640343	문제를
0.0287177886	보는
0.0286303021	기술
0.0285658652	사람
0.0285427287	우선
0.0285241921	이후
0.0285165287	문제가
0.0284612294	만큼
0.0283873132	일이다
0.0282837851	지난해
0.0281918945	새
0.0281606557	비해
0.0280533072	있으나
0.0279748988	아직
0.0279453532	만든
0.0278799855	위에
0.0277749611	수는
0.0277651451	나의
0.0276812413	못한
0.0276798180	당시
0.0276240444	있었던
0.0276019501	놓고
0.0276000903	있기
0.0275800295	날
0.0275128153	미국의
0.0273545959	이상
0.0272546560	그대로
0.0272530285	의
0.0270042315	방법을
0.0269443798	말한다
0.0268906953	전에
0.0268347880	없을
0.0267554311	받고
0.0267503845	계속
0.0266718903	아주
0.0266035684	중국
0.0264958618	밖에
0.0263710320	설계
0.0262856260	사회
0.0259722037	연구에서는
0.0258790560	뿐
0.0257154847	그들은
0.0255430565	그들의
0.0253428210	해야
0.0253088240	사이에
0.0252691948	경제
0.0252645213	것이라고
0.0252639183	없고
0.0252157248	사실을
0.0251671452	전혀
0.0249294327	난
0.0246957636	연구는
0.0246650435	결국
0.0245335796	일본의
0.0244224260	사람을
0.0243969050	의하여
0.0243682495	있지
0.0243072074	중심으로
0.0242756829	있습니다
0.0242746305	번
0.0242382540	가
0.0239634305	개
